people_id,event_id,datetime,concept:name,sex,occupation,Group_identifier,Outcome1,Outcome2,Outcome3
103717,73783961,1/1/2023 21:36,Attended_lecture,Others,na,0,1,0,1
103717,48868189,1/13/2023 11:06,Presented_Exam,Others,na,0,1,0,1
103717,48868189,1/17/2023 12:52,Presented_Exam,Others,na,0,1,0,1
103717,50253107,2/18/2023 1:44,Recieved_Results,Others,na,0,1,0,1
103717,75604774,3/15/2023 3:38,Enrolled,Others,na,0,1,0,1
103717,66607262,4/13/2023 9:21,Attended_tutorial,Others,na,0,1,0,1
103717,66607262,4/14/2023 7:30,Attended_tutorial,Others,na,0,1,0,1
103717,66607262,4/19/2023 23:00,Attended_tutorial,Others,na,0,1,0,1
103717,70716667,5/11/2023 5:24,Submitted_Assignments,Others,na,0,1,0,1
103717,48868189,6/1/2023 18:05,Presented_Exam,Others,na,0,1,0,1
103717,70716667,6/16/2023 15:40,Submitted_Assignments,Others,na,0,1,0,1
103717,70716667,7/28/2023 18:40,Submitted_Assignments,Others,na,0,1,0,1
103717,48868189,8/8/2023 12:29,Presented_Exam,Others,na,0,1,0,1
103717,73783961,8/26/2023 20:26,Attended_lecture,Others,na,0,1,0,1
103717,73783961,9/9/2023 9:29,Attended_lecture,Others,na,0,1,0,1
103717,66607262,9/25/2023 1:01,Attended_tutorial,Others,na,0,1,0,1
103717,75604774,12/28/2023 13:58,Enrolled,Others,na,0,1,0,1
106814,70716667,1/15/2023 19:22,Submitted_Assignments,Females,unemployed,0,0,1,0
106814,50253107,2/1/2023 16:49,Attended_training,Females,unemployed,0,0,1,0
106814,48868189,3/17/2023 11:39,Presented_Exam,Females,unemployed,0,0,1,0
106814,50253107,6/25/2023 13:58,Recieved_Results,Females,unemployed,0,0,1,0
106814,75604774,9/18/2023 0:40,Enrolled,Females,unemployed,0,0,1,0
106814,75604774,9/20/2023 14:00,Enrolled,Females,unemployed,0,0,1,0
106814,66607262,9/29/2023 19:55,Attended_training,Females,unemployed,0,0,1,0
107540,73783961,1/21/2023 10:11,Attended_training,Males,employed(full-time),0,0,1,0
107540,66607262,2/9/2023 19:27,Attended_tutorial,Males,employed(full-time),0,0,1,0
107540,50253107,2/26/2023 5:19,Recieved_Results,Males,employed(full-time),0,0,1,0
107540,75604774,3/20/2023 22:26,Enrolled,Males,employed(full-time),0,0,1,0
107540,66607262,4/25/2023 4:17,Attended_tutorial,Males,employed(full-time),0,0,1,0
107540,70716667,6/9/2023 9:40,Submitted_Assignments,Males,employed(full-time),0,0,1,0
107540,48868189,9/22/2023 2:40,Presented_Exam,Males,employed(full-time),0,0,1,0
107540,73783961,10/2/2023 22:20,Attended_lecture,Males,employed(full-time),0,0,1,0
107540,48868189,10/19/2023 13:32,Presented_Exam,Males,employed(full-time),0,0,1,0
107540,70716667,10/22/2023 23:38,Submitted_Assignments,Males,employed(full-time),0,0,1,0
107540,73783961,11/5/2023 21:48,Attended_lecture,Males,employed(full-time),0,0,1,0
107540,66607262,12/14/2023 15:27,Attended_tutorial,Males,employed(full-time),0,0,1,0
108203,50253107,1/3/2023 0:51,Recieved_Results,Males,employed(part-time),1,1,0,0
108203,50253107,1/19/2023 19:36,Recieved_Results,Males,employed(part-time),1,1,0,0
108203,66607262,1/31/2023 22:02,Attended_tutorial,Males,employed(part-time),1,1,0,0
108203,48868189,2/2/2023 3:30,Presented_Exam,Males,employed(part-time),1,1,0,0
108203,73783961,2/25/2023 18:44,Attended_lecture,Males,employed(part-time),1,1,0,0
108203,48868189,3/25/2023 20:31,Presented_Exam,Males,employed(part-time),1,1,0,0
108203,48868189,4/18/2023 17:30,Presented_Exam,Males,employed(part-time),1,1,0,0
108203,75604774,4/26/2023 23:31,Enrolled,Males,employed(part-time),1,1,0,0
108203,70716667,6/28/2023 20:23,Submitted_Assignments,Males,employed(part-time),1,1,0,0
108203,48868189,7/20/2023 7:21,Presented_Exam,Males,employed(part-time),1,1,0,0
108203,48868189,7/30/2023 10:14,Attended_training,Males,employed(part-time),1,1,0,0
108203,66607262,7/31/2023 1:42,Attended_tutorial,Males,employed(part-time),1,1,0,0
108203,75604774,9/6/2023 15:57,Enrolled,Males,employed(part-time),1,1,0,0
108203,66607262,9/15/2023 7:00,Attended_tutorial,Males,employed(part-time),1,1,0,0
108203,75604774,9/28/2023 13:07,Attended_training,Males,employed(part-time),1,1,0,0
108203,70716667,10/23/2023 1:05,Submitted_Assignments,Males,employed(part-time),1,1,0,0
108203,70716667,11/13/2023 12:45,Submitted_Assignments,Males,employed(part-time),1,1,0,0
108203,75604774,12/8/2023 10:10,Enrolled,Males,employed(part-time),1,1,0,0
108203,66607262,12/14/2023 4:18,Attended_tutorial,Males,employed(part-time),1,1,0,0
109767,50253107,3/1/2023 22:28,Recieved_Results,Others,unemployed,0,1,0,1
109767,75604774,3/2/2023 8:24,Enrolled,Others,unemployed,0,1,0,1
109767,75604774,3/5/2023 17:31,Enrolled,Others,unemployed,0,1,0,1
109767,66607262,4/8/2023 4:47,Attended_tutorial,Others,unemployed,0,1,0,1
109767,48868189,4/20/2023 6:14,Presented_Exam,Others,unemployed,0,1,0,1
109767,75604774,4/21/2023 14:25,Enrolled,Others,unemployed,0,1,0,1
109767,66607262,5/1/2023 1:44,Attended_tutorial,Others,unemployed,0,1,0,1
109767,70716667,6/5/2023 20:25,Submitted_Assignments,Others,unemployed,0,1,0,1
109767,66607262,6/21/2023 4:52,Attended_tutorial,Others,unemployed,0,1,0,1
109767,73783961,8/13/2023 6:49,Attended_lecture,Others,unemployed,0,1,0,1
109767,66607262,8/14/2023 13:34,Attended_tutorial,Others,unemployed,0,1,0,1
109767,48868189,8/27/2023 5:14,Presented_Exam,Others,unemployed,0,1,0,1
109767,66607262,9/1/2023 1:19,Attended_tutorial,Others,unemployed,0,1,0,1
109767,50253107,9/18/2023 3:24,Recieved_Results,Others,unemployed,0,1,0,1
109767,70716667,10/29/2023 15:04,Submitted_Assignments,Others,unemployed,0,1,0,1
109767,73783961,12/10/2023 2:57,Attended_lecture,Others,unemployed,0,1,0,1
109767,70716667,12/25/2023 3:53,Submitted_Assignments,Others,unemployed,0,1,0,1
109767,75604774,12/25/2023 17:39,Enrolled,Others,unemployed,0,1,0,1
112038,50253107,1/1/2023 23:49,Recieved_Results,Others,employed(casual),0,0,1,0
112038,66607262,1/24/2023 19:43,Attended_tutorial,Others,employed(casual),0,0,1,0
112038,66607262,1/30/2023 18:19,Attended_tutorial,Others,employed(casual),0,0,1,0
112038,66607262,2/16/2023 3:27,Attended_tutorial,Others,employed(casual),0,0,1,0
112038,48868189,2/18/2023 19:00,Presented_Exam,Others,employed(casual),0,0,1,0
112038,50253107,3/24/2023 16:33,Recieved_Results,Others,employed(casual),0,0,1,0
112038,66607262,4/11/2023 18:49,Attended_tutorial,Others,employed(casual),0,0,1,0
112038,50253107,5/8/2023 15:01,Recieved_Results,Others,employed(casual),0,0,1,0
112038,50253107,5/31/2023 20:08,Recieved_Results,Others,employed(casual),0,0,1,0
112038,50253107,6/2/2023 18:24,Recieved_Results,Others,employed(casual),0,0,1,0
112038,50253107,7/16/2023 10:54,Recieved_Results,Others,employed(casual),0,0,1,0
112038,66607262,8/22/2023 8:30,Attended_tutorial,Others,employed(casual),0,0,1,0
112038,50253107,9/2/2023 10:41,Recieved_Results,Others,employed(casual),0,0,1,0
112038,75604774,9/23/2023 1:11,Enrolled,Others,employed(casual),0,0,1,0
112038,66607262,10/6/2023 20:37,Attended_tutorial,Others,employed(casual),0,0,1,0
112038,50253107,10/8/2023 6:15,Recieved_Results,Others,employed(casual),0,0,1,0
112038,73783961,10/23/2023 4:11,Attended_lecture,Others,employed(casual),0,0,1,0
112038,66607262,11/4/2023 23:13,Attended_tutorial,Others,employed(casual),0,0,1,0
112038,50253107,12/5/2023 2:09,Recieved_Results,Others,employed(casual),0,0,1,0
115474,50253107,1/17/2023 13:03,Recieved_Results,Others,employed(casual),0,0,1,0
115474,75604774,2/17/2023 4:41,Enrolled,Others,employed(casual),0,0,1,0
115474,70716667,5/8/2023 14:02,Submitted_Assignments,Others,employed(casual),0,0,1,0
115474,73783961,5/21/2023 13:28,Attended_lecture,Others,employed(casual),0,0,1,0
115474,73783961,8/24/2023 0:00,Attended_lecture,Others,employed(casual),0,0,1,0
115474,50253107,9/26/2023 17:51,Recieved_Results,Others,employed(casual),0,0,1,0
115474,48868189,10/11/2023 12:11,Presented_Exam,Others,employed(casual),0,0,1,0
120422,48868189,1/2/2023 11:46,Presented_Exam,Females,employed(full-time),0,1,0,1
120422,75604774,1/4/2023 2:47,Enrolled,Females,employed(full-time),0,1,0,1
120422,50253107,1/12/2023 13:25,Recieved_Results,Females,employed(full-time),0,1,0,1
120422,48868189,2/26/2023 10:48,Presented_Exam,Females,employed(full-time),0,1,0,1
120422,48868189,6/3/2023 12:52,Presented_Exam,Females,employed(full-time),0,1,0,1
120422,50253107,7/10/2023 7:36,Recieved_Results,Females,employed(full-time),0,1,0,1
120422,73783961,7/18/2023 19:15,Attended_lecture,Females,employed(full-time),0,1,0,1
120422,50253107,8/20/2023 18:45,Recieved_Results,Females,employed(full-time),0,1,0,1
120422,66607262,8/23/2023 5:02,Attended_tutorial,Females,employed(full-time),0,1,0,1
120422,48868189,10/14/2023 0:31,Presented_Exam,Females,employed(full-time),0,1,0,1
120422,48868189,10/28/2023 20:32,Presented_Exam,Females,employed(full-time),0,1,0,1
120422,50253107,11/21/2023 4:01,Recieved_Results,Females,employed(full-time),0,1,0,1
120422,48868189,12/1/2023 19:34,Presented_Exam,Females,employed(full-time),0,1,0,1
122056,66607262,1/16/2023 7:49,Attended_tutorial,Males,employed(full-time),0,1,0,1
122056,70716667,3/10/2023 5:22,Submitted_Assignments,Males,employed(full-time),0,1,0,1
122056,50253107,3/19/2023 12:13,Recieved_Results,Males,employed(full-time),0,1,0,1
122056,70716667,5/10/2023 10:07,Submitted_Assignments,Males,employed(full-time),0,1,0,1
122056,50253107,5/12/2023 8:50,Recieved_Results,Males,employed(full-time),0,1,0,1
122056,48868189,5/18/2023 12:33,Presented_Exam,Males,employed(full-time),0,1,0,1
122056,70716667,5/31/2023 2:53,Submitted_Assignments,Males,employed(full-time),0,1,0,1
122056,50253107,6/18/2023 17:39,Recieved_Results,Males,employed(full-time),0,1,0,1
122056,50253107,7/7/2023 9:25,Recieved_Results,Males,employed(full-time),0,1,0,1
122056,66607262,8/25/2023 2:54,Attended_tutorial,Males,employed(full-time),0,1,0,1
122056,73783961,9/26/2023 10:27,Attended_lecture,Males,employed(full-time),0,1,0,1
122056,73783961,10/15/2023 23:13,Attended_lecture,Males,employed(full-time),0,1,0,1
122056,73783961,12/1/2023 12:25,Attended_lecture,Males,employed(full-time),0,1,0,1
126225,66607262,1/1/2023 7:05,Attended_tutorial,Males,employed(part-time),0,0,1,0
126225,66607262,3/3/2023 17:54,Attended_tutorial,Males,employed(part-time),0,0,1,0
126225,75604774,4/18/2023 7:11,Enrolled,Males,employed(part-time),0,0,1,0
126225,70716667,5/20/2023 16:38,Submitted_Assignments,Males,employed(part-time),0,0,1,0
126225,70716667,6/3/2023 1:12,Submitted_Assignments,Males,employed(part-time),0,0,1,0
126225,48868189,8/4/2023 6:56,Presented_Exam,Males,employed(part-time),0,0,1,0
126225,70716667,8/8/2023 3:28,Submitted_Assignments,Males,employed(part-time),0,0,1,0
126225,73783961,8/15/2023 0:58,Attended_lecture,Males,employed(part-time),0,0,1,0
126225,70716667,8/23/2023 15:42,Submitted_Assignments,Males,employed(part-time),0,0,1,0
126225,75604774,9/2/2023 1:50,Enrolled,Males,employed(part-time),0,0,1,0
126225,50253107,10/4/2023 2:02,Recieved_Results,Males,employed(part-time),0,0,1,0
126225,66607262,10/25/2023 9:11,Attended_tutorial,Males,employed(part-time),0,0,1,0
126225,50253107,11/18/2023 23:18,Recieved_Results,Males,employed(part-time),0,0,1,0
126225,50253107,12/11/2023 13:31,Recieved_Results,Males,employed(part-time),0,0,1,0
127824,75604774,1/23/2023 16:23,Enrolled,Males,employed(part-time),0,1,0,1
127824,50253107,2/1/2023 13:51,Recieved_Results,Males,employed(part-time),0,1,0,1
127824,75604774,2/23/2023 12:20,Enrolled,Males,employed(part-time),0,1,0,1
127824,75604774,4/19/2023 0:19,Enrolled,Males,employed(part-time),0,1,0,1
127824,70716667,6/6/2023 13:48,Submitted_Assignments,Males,employed(part-time),0,1,0,1
127824,48868189,7/20/2023 6:15,Presented_Exam,Males,employed(part-time),0,1,0,1
127824,70716667,8/3/2023 17:42,Submitted_Assignments,Males,employed(part-time),0,1,0,1
127824,70716667,8/8/2023 15:22,Submitted_Assignments,Males,employed(part-time),0,1,0,1
127824,70716667,8/25/2023 19:01,Submitted_Assignments,Males,employed(part-time),0,1,0,1
127824,70716667,10/20/2023 10:46,Submitted_Assignments,Males,employed(part-time),0,1,0,1
127824,75604774,11/10/2023 6:16,Enrolled,Males,employed(part-time),0,1,0,1
127824,50253107,12/24/2023 0:04,Recieved_Results,Males,employed(part-time),0,1,0,1
131244,73783961,2/19/2023 19:44,Attended_lecture,Females,unemployed,0,1,0,1
131244,70716667,3/15/2023 4:29,Submitted_Assignments,Females,unemployed,0,1,0,1
131244,73783961,4/17/2023 0:00,Attended_lecture,Females,unemployed,0,1,0,1
131244,73783961,7/29/2023 6:18,Attended_lecture,Females,unemployed,0,1,0,1
131244,75604774,8/7/2023 1:32,Enrolled,Females,unemployed,0,1,0,1
131244,75604774,8/25/2023 4:51,Enrolled,Females,unemployed,0,1,0,1
131244,50253107,8/28/2023 6:05,Recieved_Results,Females,unemployed,0,1,0,1
131244,66607262,9/19/2023 0:36,Attended_tutorial,Females,unemployed,0,1,0,1
131244,66607262,10/4/2023 17:08,Attended_tutorial,Females,unemployed,0,1,0,1
131244,50253107,10/17/2023 10:31,Recieved_Results,Females,unemployed,0,1,0,1
131244,48868189,10/28/2023 1:07,Presented_Exam,Females,unemployed,0,1,0,1
131244,75604774,11/13/2023 0:12,Enrolled,Females,unemployed,0,1,0,1
131244,48868189,12/22/2023 7:30,Presented_Exam,Females,unemployed,0,1,0,1
132938,66607262,1/11/2023 11:09,Attended_tutorial,Others,employed(part-time),0,1,0,1
132938,66607262,1/12/2023 18:57,Attended_tutorial,Others,employed(part-time),0,1,0,1
132938,75604774,3/12/2023 22:59,Enrolled,Others,employed(part-time),0,1,0,1
132938,73783961,3/24/2023 13:27,Attended_lecture,Others,employed(part-time),0,1,0,1
132938,50253107,3/24/2023 17:25,Recieved_Results,Others,employed(part-time),0,1,0,1
132938,50253107,4/1/2023 20:04,Recieved_Results,Others,employed(part-time),0,1,0,1
132938,48868189,4/29/2023 10:38,Presented_Exam,Others,employed(part-time),0,1,0,1
132938,48868189,5/1/2023 22:49,Presented_Exam,Others,employed(part-time),0,1,0,1
132938,70716667,5/17/2023 15:32,Submitted_Assignments,Others,employed(part-time),0,1,0,1
132938,50253107,5/20/2023 4:44,Recieved_Results,Others,employed(part-time),0,1,0,1
132938,66607262,6/7/2023 9:16,Attended_tutorial,Others,employed(part-time),0,1,0,1
132938,48868189,7/11/2023 8:48,Presented_Exam,Others,employed(part-time),0,1,0,1
132938,66607262,9/14/2023 2:54,Attended_tutorial,Others,employed(part-time),0,1,0,1
132938,66607262,10/5/2023 20:18,Attended_tutorial,Others,employed(part-time),0,1,0,1
132938,48868189,11/7/2023 2:15,Presented_Exam,Others,employed(part-time),0,1,0,1
132938,66607262,11/8/2023 22:32,Attended_tutorial,Others,employed(part-time),0,1,0,1
132938,50253107,11/15/2023 13:45,Recieved_Results,Others,employed(part-time),0,1,0,1
132938,50253107,11/24/2023 4:35,Recieved_Results,Others,employed(part-time),0,1,0,1
132938,73783961,11/25/2023 2:05,Attended_lecture,Others,employed(part-time),0,1,0,1
132938,70716667,11/29/2023 1:08,Submitted_Assignments,Others,employed(part-time),0,1,0,1
133326,50253107,1/12/2023 4:13,Recieved_Results,Females,employed(part-time),0,0,1,0
133326,66607262,2/1/2023 18:47,Attended_tutorial,Females,employed(part-time),0,0,1,0
133326,70716667,2/24/2023 11:43,Submitted_Assignments,Females,employed(part-time),0,0,1,0
133326,48868189,3/14/2023 14:35,Presented_Exam,Females,employed(part-time),0,0,1,0
133326,48868189,4/2/2023 22:18,Presented_Exam,Females,employed(part-time),0,0,1,0
133326,75604774,4/10/2023 9:39,Enrolled,Females,employed(part-time),0,0,1,0
133326,70716667,4/16/2023 7:48,Submitted_Assignments,Females,employed(part-time),0,0,1,0
133326,70716667,4/21/2023 18:13,Submitted_Assignments,Females,employed(part-time),0,0,1,0
133326,50253107,5/18/2023 8:56,Recieved_Results,Females,employed(part-time),0,0,1,0
133326,75604774,7/14/2023 13:10,Enrolled,Females,employed(part-time),0,0,1,0
133326,48868189,8/6/2023 9:38,Presented_Exam,Females,employed(part-time),0,0,1,0
133326,75604774,8/30/2023 18:01,Enrolled,Females,employed(part-time),0,0,1,0
133326,70716667,10/2/2023 16:13,Submitted_Assignments,Females,employed(part-time),0,0,1,0
133326,70716667,10/5/2023 14:29,Submitted_Assignments,Females,employed(part-time),0,0,1,0
133326,73783961,10/6/2023 20:54,Attended_lecture,Females,employed(part-time),0,0,1,0
133326,50253107,10/26/2023 12:53,Recieved_Results,Females,employed(part-time),0,0,1,0
133326,66607262,10/30/2023 3:38,Attended_tutorial,Females,employed(part-time),0,0,1,0
133326,66607262,12/19/2023 16:28,Attended_tutorial,Females,employed(part-time),0,0,1,0
133326,73783961,12/23/2023 13:05,Attended_lecture,Females,employed(part-time),0,0,1,0
133659,73783961,1/1/2023 5:01,Attended_lecture,Others,employed(part-time),0,0,1,0
133659,66607262,1/27/2023 6:12,Attended_tutorial,Others,employed(part-time),0,0,1,0
133659,48868189,6/18/2023 16:44,Presented_Exam,Others,employed(part-time),0,0,1,0
133659,70716667,7/20/2023 22:20,Submitted_Assignments,Others,employed(part-time),0,0,1,0
133659,73783961,7/28/2023 6:19,Attended_lecture,Others,employed(part-time),0,0,1,0
141672,48868189,3/4/2023 22:44,Presented_Exam,Females,employed(part-time),0,0,1,0
141672,66607262,4/11/2023 5:27,Attended_tutorial,Females,employed(part-time),0,0,1,0
141672,48868189,4/16/2023 14:56,Presented_Exam,Females,employed(part-time),0,0,1,0
141672,48868189,4/27/2023 2:12,Presented_Exam,Females,employed(part-time),0,0,1,0
141672,75604774,4/30/2023 14:56,Enrolled,Females,employed(part-time),0,0,1,0
141672,66607262,9/10/2023 23:54,Attended_tutorial,Females,employed(part-time),0,0,1,0
141672,66607262,10/20/2023 13:36,Attended_tutorial,Females,employed(part-time),0,0,1,0
141672,66607262,10/24/2023 23:16,Attended_tutorial,Females,employed(part-time),0,0,1,0
141672,70716667,12/6/2023 17:38,Submitted_Assignments,Females,employed(part-time),0,0,1,0
141672,50253107,12/27/2023 2:12,Recieved_Results,Females,employed(part-time),0,0,1,0
145561,75604774,2/9/2023 2:24,Enrolled,Females,na,0,0,1,0
145561,48868189,2/27/2023 2:37,Presented_Exam,Females,na,0,0,1,0
145561,66607262,3/1/2023 17:43,Attended_tutorial,Females,na,0,0,1,0
145561,75604774,3/8/2023 15:26,Enrolled,Females,na,0,0,1,0
145561,73783961,3/16/2023 10:37,Attended_lecture,Females,na,0,0,1,0
145561,50253107,4/23/2023 8:11,Recieved_Results,Females,na,0,0,1,0
145561,66607262,6/16/2023 3:00,Attended_tutorial,Females,na,0,0,1,0
145561,75604774,6/19/2023 1:00,Enrolled,Females,na,0,0,1,0
145561,70716667,7/19/2023 0:44,Submitted_Assignments,Females,na,0,0,1,0
145561,73783961,8/4/2023 2:07,Attended_lecture,Females,na,0,0,1,0
145561,66607262,8/19/2023 14:21,Attended_tutorial,Females,na,0,0,1,0
145561,70716667,8/30/2023 13:23,Submitted_Assignments,Females,na,0,0,1,0
145561,70716667,10/1/2023 9:03,Submitted_Assignments,Females,na,0,0,1,0
145561,50253107,10/4/2023 16:58,Recieved_Results,Females,na,0,0,1,0
145561,75604774,10/4/2023 18:15,Enrolled,Females,na,0,0,1,0
145561,66607262,10/16/2023 20:53,Attended_tutorial,Females,na,0,0,1,0
145561,66607262,11/20/2023 20:19,Attended_tutorial,Females,na,0,0,1,0
146228,75604774,3/6/2023 23:31,Enrolled,Others,employed(full-time),0,0,1,0
146228,50253107,3/27/2023 23:35,Recieved_Results,Others,employed(full-time),0,0,1,0
146228,48868189,3/30/2023 1:52,Presented_Exam,Others,employed(full-time),0,0,1,0
146228,73783961,4/5/2023 7:13,Attended_lecture,Others,employed(full-time),0,0,1,0
146228,75604774,4/12/2023 16:17,Enrolled,Others,employed(full-time),0,0,1,0
146228,70716667,5/21/2023 3:12,Submitted_Assignments,Others,employed(full-time),0,0,1,0
146228,75604774,6/5/2023 21:28,Enrolled,Others,employed(full-time),0,0,1,0
146228,70716667,10/6/2023 14:06,Submitted_Assignments,Others,employed(full-time),0,0,1,0
146228,70716667,10/26/2023 15:13,Submitted_Assignments,Others,employed(full-time),0,0,1,0
146228,73783961,11/15/2023 16:15,Attended_lecture,Others,employed(full-time),0,0,1,0
146228,73783961,11/22/2023 2:59,Attended_lecture,Others,employed(full-time),0,0,1,0
148050,73783961,1/9/2023 6:21,Attended_lecture,Males,employed(casual),0,0,1,0
148050,75604774,3/27/2023 23:11,Enrolled,Males,employed(casual),0,0,1,0
148050,50253107,4/3/2023 10:16,Recieved_Results,Males,employed(casual),0,0,1,0
148050,73783961,7/8/2023 18:40,Attended_lecture,Males,employed(casual),0,0,1,0
148050,48868189,9/10/2023 11:06,Presented_Exam,Males,employed(casual),0,0,1,0
149405,73783961,1/12/2023 10:30,Enrolled,Females,employed(full-time),0,0,1,0
149405,73783961,1/23/2023 16:59,Attended_lecture,Females,employed(full-time),0,0,1,0
149405,75605674,2/8/2023 16:28,Attended_training,Females,employed(full-time),0,0,1,0
149405,66607262,2/15/2023 10:42,Attended_tutorial,Females,employed(full-time),0,0,1,0
149405,48868189,3/7/2023 0:24,Presented_Exam,Females,employed(full-time),0,0,1,0
149405,75604774,4/8/2023 18:40,Attended_lecture,Females,employed(full-time),0,0,1,0
149405,70716667,5/7/2023 6:33,Submitted_Assignments,Females,employed(full-time),0,0,1,0
149405,48868189,5/18/2023 1:30,Presented_Exam,Females,employed(full-time),0,0,1,0
149405,50253107,5/30/2023 18:11,Recieved_Results,Females,employed(full-time),0,0,1,0
149405,50253107,7/30/2023 1:23,Recieved_Results,Females,employed(full-time),0,0,1,0
149405,48868189,8/7/2023 6:15,Presented_Exam,Females,employed(full-time),0,0,1,0
149405,75604774,9/19/2023 14:15,Attended_lecture,Females,employed(full-time),0,0,1,0
149405,70716667,9/20/2023 8:29,Submitted_Assignments,Females,employed(full-time),0,0,1,0
149405,70716667,10/6/2023 17:44,Attended_training,Females,employed(full-time),0,0,1,0
149405,50253107,10/15/2023 2:20,Recieved_Results,Females,employed(full-time),0,0,1,0
149405,73783961,10/22/2023 7:51,Attended_lecture,Females,employed(full-time),0,0,1,0
149405,50253107,11/13/2023 13:24,Recieved_Results,Females,employed(full-time),0,0,1,0
149405,48868189,11/13/2023 21:29,Presented_Exam,Females,employed(full-time),0,0,1,0
149405,73783961,11/15/2023 0:29,Attended_lecture,Females,employed(full-time),0,0,1,0
152578,50253107,1/18/2023 8:33,Recieved_Results,Females,employed(full-time),0,0,1,0
152578,50253107,4/25/2023 2:52,Recieved_Results,Females,employed(full-time),0,0,1,0
152578,66607262,5/6/2023 11:52,Attended_tutorial,Females,employed(full-time),0,0,1,0
152578,66607262,6/8/2023 3:27,Attended_tutorial,Females,employed(full-time),0,0,1,0
152578,48868189,10/9/2023 1:19,Presented_Exam,Females,employed(full-time),0,0,1,0
152578,75604774,10/28/2023 2:16,Enrolled,Females,employed(full-time),0,0,1,0
152578,73783961,11/11/2023 9:58,Attended_lecture,Females,employed(full-time),0,0,1,0
152578,66607262,11/26/2023 8:51,Attended_tutorial,Females,employed(full-time),0,0,1,0
153045,48868189,2/3/2023 7:24,Presented_Exam,Others,unemployed,0,0,1,0
153045,70716667,2/27/2023 17:34,Submitted_Assignments,Others,unemployed,0,0,1,0
153045,66607262,4/5/2023 11:50,Attended_tutorial,Others,unemployed,0,0,1,0
153045,50253107,5/12/2023 23:45,Recieved_Results,Others,unemployed,0,0,1,0
153045,50253107,5/14/2023 22:24,Recieved_Results,Others,unemployed,0,0,1,0
153045,66607262,5/16/2023 5:34,Attended_tutorial,Others,unemployed,0,0,1,0
